0	0	0	0	0	0	0	0	0	0	0	0	13	8	9	10	0.0	
1	0	0	0	-3	3	0	0	0	0	0	0	12	8	9	10	-0.6612938566283617	
0	1	0	0	1	-1	0	0	-11	11	0	0	1	18	9	10	-0.7293019462727349	
0	0	1	0	1	0	-1	0	-1	0	1	0	0	18	9	10	0.028655693786037717	
0	0	0	1	0	0	0	0	0	0	7	-7	0	18	16	2	1.0202460320853262	
0	1	0	0	0	0	0	0	0	0	0	0	0	17	16	2	0.952237942440953	
0	1	0	0	0	0	0	0	0	0	0	0	0	16	16	2	0.8842298527965797	
0	1	0	0	0	0	0	0	0	0	0	0	0	15	16	2	0.8162217631522065	
0	1	0	0	0	0	0	0	0	0	0	0	0	14	16	2	0.7482136735078333	
0	1	0	0	0	0	1	-1	0	0	0	0	0	13	16	2	0.6802055838634601	
0	1	0	0	0	0	1	-1	0	0	0	0	0	12	16	2	0.6121974942190869	
0	1	0	0	0	0	2	-2	0	0	0	0	0	11	16	2	0.5441894045747137	
0	1	0	0	0	0	0	0	0	0	0	0	0	10	16	2	0.47618131493034044	
0	1	0	0	0	0	0	0	0	0	0	0	0	9	16	2	0.4081732252859672	
0	1	0	0	0	0	4	-4	0	0	0	0	0	8	16	2	0.340165135641594	
0	1	0	0	0	0	0	0	0	0	0	0	0	7	16	2	0.2721570459972208	
0	1	0	0	0	0	0	0	0	0	0	0	0	6	16	2	0.20414895635284758	
0	1	0	0	0	0	2	-2	0	0	0	0	0	5	16	2	0.13614086670847436	
0	1	0	0	0	0	3	-3	0	0	0	0	0	4	16	2	0.06813277706410115	
0	1	0	0	0	0	3	-3	0	0	0	0	0	3	16	2	1.246874197279313E-4	
0	1	0	0	0	0	3	-3	0	0	0	0	0	2	16	2	-0.06788340222464528	
0	1	0	0	0	0	2	-2	0	0	0	0	0	1	16	2	-0.1358914918690185	
0	1	0	0	0	0	1	-1	0	0	0	0	0	0	16	2	-0.20389958151339171	
0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	193.8332562735324	
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	197.79961762672957	
