0	0	0	0	0	0	0	0	0	0	0	0	10	10	8	12	0.0	
0	0	0	1	0	0	0	0	0	0	0	0	10	10	8	11	0.48287481569709834	
1	0	0	0	0	0	0	0	0	0	0	0	9	10	8	11	0.08705131077080613	
0	1	0	0	2	-2	0	0	-8	8	0	0	1	17	8	11	0.6132974925213006	
0	0	1	0	1	-1	0	0	-1	1	0	0	0	18	7	11	1.0782823227061504	
0	0	7	0	0	0	0	0	0	0	0	0	0	18	0	11	23.862539001763796	
0	0	0	11	0	0	0	0	0	0	0	0	0	18	0	0	82.2903917011127	
0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.79415458827293	
